department,code,year,marks,mean,sd,min,q10,q25,median,IQR,q75,q90,q95,max
Method,PH301,2021/22,2,77.0,1.4,76.0,76.2,76.5,77.0,1.0,77.5,77.8,77.9,78.0
Method,PH301,2022/23,8,69.1,6.8,59.0,62.5,65.5,67.5,8.2,73.8,77.2,78.6,80.0
Method,PH301,2023/24,2,74.5,0.7,74.0,74.1,74.2,74.5,0.5,74.8,74.9,75.0,75.0
Method,PH311,2019/20,49,67.7,5.5,52.0,60.8,65.0,68.0,6.0,71.0,73.2,75.2,78.0
Method,PH311,2020/21,71,65.6,9.3,0.0,59.0,64.0,67.0,5.5,69.5,73.0,74.0,77.0
Method,PH311,2021/22,74,65.9,9.5,0.0,59.0,63.0,67.0,8.8,71.8,73.0,74.3,75.0
Method,PH311,2022/23,89,69.1,4.0,58.0,64.0,67.0,69.0,5.0,72.0,73.2,74.0,82.0
Method,PH311,2023/24,116,74.0,8.9,0.0,67.0,71.0,76.0,8.0,79.0,81.0,81.0,83.0
Method,PH333,2019/20,26,69.7,5.5,59.0,63.0,64.0,71.0,9.8,73.8,76.0,77.8,78.0
Method,PH333,2020/21,27,68.0,4.4,61.0,63.0,64.0,67.0,8.0,72.0,73.4,74.7,75.0
Method,PH333,2021/22,29,62.2,12.9,0.0,57.6,63.0,66.0,4.0,67.0,69.2,70.0,70.0
Method,PH333,2022/23,27,58.7,18.9,0.0,48.2,57.0,61.0,12.5,69.5,73.0,77.4,80.0
Method,PH333,2023/24,36,64.7,16.7,0.0,60.5,65.8,68.0,5.2,71.0,74.0,76.2,80.0
Method,PH341,2019/20,34,72.9,4.0,64.0,67.3,70.2,73.0,5.8,76.0,77.7,78.3,79.0
Method,PH341,2020/21,36,72.5,6.3,41.0,68.5,71.0,74.0,5.0,76.0,77.5,78.0,78.0
Method,PH341,2021/22,43,69.5,11.3,0.0,66.0,69.0,72.0,5.0,74.0,74.0,75.0,76.0
Method,PH341,2022/23,54,69.4,3.0,61.0,65.0,68.0,70.0,3.0,71.0,73.0,73.7,75.0
Method,PH341,2023/24,54,70.6,10.5,0.0,67.0,70.0,72.0,5.0,75.0,77.0,77.0,80.0
Method,PH399,2019/20,27,71.1,5.3,59.0,64.8,68.5,71.0,5.5,74.0,77.4,79.4,80.0
Method,PH399,2020/21,27,69.2,14.3,0.0,67.0,68.5,72.0,6.5,75.0,76.0,76.7,79.0
Method,PH399,2021/22,22,69.5,15.9,0.0,67.1,70.0,73.0,5.0,75.0,77.0,77.9,79.0
Method,PH399,2022/23,26,70.1,5.8,59.0,63.5,66.0,70.0,6.8,72.8,77.0,81.0,83.0
Method,PH399,2023/24,32,69.2,5.0,58.0,64.0,65.0,70.0,8.0,73.0,75.0,75.9,77.0
Sociology,SO100,2019/20,49,65.8,5.9,43.0,60.8,63.0,66.0,7.0,70.0,73.0,73.0,77.0
Sociology,SO100,2020/21,79,64.9,6.0,49.0,56.8,60.5,66.0,9.5,70.0,71.0,71.1,76.0
Sociology,SO100,2021/22,78,65.8,7.5,10.0,61.0,64.2,67.0,4.8,69.0,71.0,71.1,74.0
Sociology,SO100,2022/23,74,63.8,6.6,43.0,56.3,60.2,65.0,7.8,68.0,71.7,72.0,75.0
Sociology,SO100,2023/24,58,62.7,7.6,40.0,54.0,60.0,63.0,8.0,68.0,71.6,74.0,75.0
Sociology,SO102,2019/20,36,63.5,9.1,30.0,53.5,60.8,65.0,7.5,68.2,73.0,74.0,75.0
Sociology,SO102,2020/21,59,66.1,12.7,0.0,52.0,61.5,68.0,12.5,74.0,79.0,79.1,80.0
Sociology,SO102,2021/22,58,60.8,21.2,0.0,42.7,58.0,66.0,15.8,73.8,78.3,81.1,82.0
Sociology,SO102,2022/23,54,62.6,16.7,0.0,55.6,62.0,66.5,8.0,70.0,74.0,76.0,82.0
Sociology,SO102,2023/24,38,67.5,11.8,20.0,55.7,61.8,68.5,15.0,76.8,80.0,81.1,82.0
Sociology,SO110,2019/20,81,66.0,4.2,55.0,60.0,63.0,66.0,7.0,70.0,71.0,72.0,73.0
Sociology,SO110,2020/21,87,64.2,5.7,43.0,58.0,60.5,65.0,7.5,68.0,71.4,72.7,77.0
Sociology,SO110,2021/22,78,59.9,13.3,0.0,53.7,58.2,62.0,7.8,66.0,68.3,71.0,72.0
Sociology,SO110,2022/23,89,62.0,11.3,0.0,53.6,59.0,64.0,9.0,68.0,71.0,73.0,76.0
Sociology,SO110,2023/24,80,62.5,11.6,0.0,56.9,60.0,65.0,8.0,68.0,71.0,72.0,74.0
Sociology,SO201,2019/20,38,64.9,4.9,53.0,59.0,61.2,65.0,7.8,69.0,71.3,72.0,73.0
Sociology,SO201,2020/21,45,65.4,5.9,41.0,60.0,63.0,66.0,6.0,69.0,72.0,73.0,75.0
Sociology,SO201,2021/22,73,63.5,9.4,0.0,58.0,61.0,64.0,7.0,68.0,71.8,73.0,83.0
Sociology,SO201,2022/23,63,64.9,10.0,0.0,61.2,64.0,67.0,6.0,70.0,71.8,72.9,74.0
Sociology,SO201,2023/24,71,64.2,9.5,0.0,59.0,62.0,66.0,7.0,69.0,71.0,72.0,73.0
Sociology,SO203,2019/20,17,67.2,3.8,60.0,63.6,65.0,66.0,4.0,69.0,71.4,72.8,76.0
Sociology,SO203,2020/21,19,67.2,4.7,53.0,62.8,65.0,67.0,6.0,71.0,72.0,72.1,73.0
Sociology,SO203,2021/22,28,64.0,5.6,55.0,56.0,59.5,64.5,9.5,69.0,70.3,71.0,75.0
Sociology,SO203,2022/23,24,66.0,4.8,54.0,59.0,64.0,67.5,5.2,69.2,70.7,71.0,72.0
Sociology,SO203,2023/24,18,66.1,5.9,48.0,62.0,63.5,65.0,6.5,70.0,72.3,73.2,74.0
Sociology,SO221,2019/20,36,65.9,5.4,52.0,62.0,63.0,65.5,6.2,69.2,73.0,74.2,77.0
Sociology,SO221,2020/21,39,62.9,11.2,0.0,58.8,60.5,65.0,7.0,67.5,69.4,72.0,75.0
Sociology,SO221,2021/22,61,63.6,9.6,0.0,58.0,61.0,65.0,6.0,67.0,70.0,74.0,77.0
Sociology,SO221,2022/23,51,63.3,10.3,0.0,60.0,61.0,64.0,7.0,68.0,71.0,73.0,74.0
Sociology,SO221,2023/24,51,62.3,10.4,0.0,57.0,61.5,64.0,5.0,66.5,68.0,70.0,75.0
Sociology,SO232,2019/20,23,64.5,14.5,0.0,62.0,64.5,67.0,5.0,69.5,71.8,72.9,76.0
Sociology,SO232,2021/22,33,67.4,5.3,61.0,62.0,63.0,67.0,6.0,69.0,72.8,78.0,83.0
Sociology,SO232,2022/23,34,59.9,11.4,34.0,42.0,55.0,62.0,12.0,67.0,72.1,76.3,85.0
Sociology,SO232,2023/24,26,66.3,4.6,57.0,61.0,64.2,66.0,4.5,68.8,72.0,73.0,77.0
Sociology,SO235,2019/20,23,66.1,6.3,51.0,58.4,63.5,67.0,6.5,70.0,73.0,73.9,77.0
Sociology,SO235,2022/23,31,64.3,7.5,52.0,53.0,59.5,64.0,9.5,69.0,70.0,74.5,85.0
Sociology,SO235,2023/24,34,64.1,7.6,44.0,58.0,59.0,65.0,10.8,69.8,71.7,73.3,77.0
Sociology,SO236,2019/20,17,67.8,2.2,65.0,65.0,66.0,68.0,3.0,69.0,70.4,71.2,72.0
Sociology,SO236,2020/21,12,68.0,2.7,63.0,65.0,66.5,68.5,2.8,69.2,70.0,71.3,73.0
Sociology,SO236,2021/22,30,66.5,2.8,60.0,62.9,64.5,67.0,3.5,68.0,70.0,70.0,71.0
Sociology,SO236,2023/24,29,66.9,5.2,44.0,63.8,66.0,67.0,3.0,69.0,71.2,72.0,73.0
Sociology,SO237,2021/22,34,66.7,7.0,53.0,59.3,63.2,66.0,7.5,70.8,75.7,78.3,84.0
Sociology,SO237,2022/23,33,65.0,14.0,0.0,59.4,63.0,65.0,9.0,72.0,76.0,80.4,82.0
Sociology,SO237,2023/24,26,64.6,10.7,25.0,59.5,64.0,65.0,5.0,69.0,74.5,76.8,79.0
Sociology,SO240,2021/22,35,64.0,8.6,40.0,54.4,60.5,65.0,7.5,68.0,73.0,75.1,82.0
Sociology,SO240,2022/23,31,67.7,5.9,56.0,58.0,65.0,68.0,7.5,72.5,74.0,74.5,80.0
Sociology,SO240,2023/24,30,69.5,5.1,59.0,62.8,66.0,69.5,6.8,72.8,77.0,77.0,78.0
Sociology,SO244,2021/22,34,66.5,5.6,59.0,60.3,62.0,66.0,7.0,69.0,74.1,78.0,80.0
Sociology,SO244,2022/23,33,69.8,5.5,55.0,62.6,68.0,70.0,6.0,74.0,76.0,77.8,79.0
Sociology,SO244,2023/24,30,65.0,4.6,55.0,59.7,62.2,65.0,4.8,67.0,70.2,72.5,74.0
Sociology,SO248,2021/22,35,66.8,3.3,56.0,63.4,65.5,67.0,2.5,68.0,71.2,73.0,74.0
Sociology,SO248,2022/23,28,64.8,8.1,40.0,55.0,64.2,67.0,5.8,70.0,70.6,72.7,74.0
Sociology,SO248,2023/24,25,70.1,2.7,65.0,67.4,68.0,70.0,4.0,72.0,73.0,73.8,77.0
Sociology,SO302,2019/20,45,65.7,4.9,54.0,59.0,62.0,67.0,7.0,69.0,71.0,71.0,79.0
Sociology,SO302,2020/21,35,63.6,7.7,36.0,57.4,62.0,65.0,5.5,67.5,71.0,72.3,75.0
Sociology,SO302,2021/22,43,66.0,6.1,55.0,59.0,61.5,66.0,8.5,70.0,73.0,74.8,80.0
Sociology,SO302,2022/23,55,65.7,6.7,44.0,59.0,63.0,67.0,7.0,70.0,73.0,75.0,79.0
Sociology,SO302,2023/24,50,64.5,6.0,50.0,56.9,62.0,65.0,7.0,69.0,71.1,72.5,77.0
Sociology,SO309,2019/20,17,65.8,6.6,47.0,60.6,64.0,66.0,5.0,69.0,72.4,76.2,77.0
Sociology,SO309,2020/21,13,63.8,5.9,54.0,58.0,59.0,65.0,9.0,68.0,70.6,71.8,73.0
Sociology,SO309,2023/24,30,64.7,5.1,51.0,58.7,63.0,65.5,5.8,68.8,70.0,70.0,72.0
Sociology,SO310,2019/20,15,68.3,4.2,61.0,63.4,66.0,69.0,4.5,70.5,71.6,73.8,78.0
Sociology,SO310,2020/21,23,66.7,3.6,56.0,62.6,65.0,67.0,3.5,68.5,70.8,71.0,72.0
Sociology,SO310,2021/22,33,65.7,3.2,58.0,62.2,64.0,65.0,4.0,68.0,69.8,70.0,75.0
Sociology,SO310,2022/23,34,65.9,3.2,58.0,61.3,65.0,66.0,3.0,68.0,69.0,69.7,74.0
Sociology,SO310,2023/24,35,66.6,7.3,30.0,63.8,66.5,67.0,2.5,69.0,71.6,72.9,76.0
Sociology,SO311,2020/21,11,72.1,6.1,62.0,64.0,68.0,72.0,9.5,77.5,79.0,79.0,79.0
Sociology,SO311,2022/23,22,69.6,4.5,61.0,63.2,65.5,70.5,8.5,74.0,75.0,75.0,75.0
Sociology,SO311,2023/24,12,69.8,5.8,61.0,62.0,65.8,70.5,7.8,73.5,76.8,77.4,78.0
Sociology,SO312,2019/20,28,65.6,3.8,58.0,61.1,63.0,66.0,5.0,68.0,68.6,71.3,74.0
Sociology,SO312,2020/21,16,61.7,11.3,23.0,57.5,59.0,64.5,7.5,66.5,69.5,70.8,73.0
Sociology,SO312,2022/23,32,64.8,6.0,52.0,58.0,60.8,65.0,7.8,68.5,73.0,74.0,75.0
Sociology,SO312,2023/24,31,65.0,6.0,48.0,56.0,64.0,65.0,3.0,67.0,72.0,74.0,76.0
Sociology,SO313,2019/20,24,64.0,6.8,50.0,56.0,57.8,63.5,12.5,70.2,72.7,73.0,75.0
Sociology,SO313,2020/21,26,65.0,7.0,50.0,58.0,58.5,66.5,12.2,70.8,72.0,74.2,75.0
Sociology,SO313,2021/22,36,59.1,16.4,0.0,39.5,52.8,63.5,17.5,70.2,73.5,75.8,80.0
Sociology,SO313,2022/23,29,68.2,5.5,57.0,60.8,66.0,68.0,5.0,71.0,74.2,78.0,80.0
Sociology,SO313,2023/24,24,68.5,4.5,59.0,64.0,65.0,68.0,6.2,71.2,74.7,75.0,78.0
Sociology,SO314,2023/24,33,65.4,6.5,48.0,60.0,63.0,66.0,5.0,68.0,72.4,74.0,80.0
Sociology,SO348,2021/22,34,61.9,5.6,48.0,54.3,59.2,62.0,5.5,64.8,69.0,70.3,72.0
Sociology,SO348,2022/23,33,64.3,6.5,51.0,56.4,60.0,63.0,10.0,70.0,73.8,74.0,75.0
Sociology,SO348,2023/24,29,61.2,7.5,39.0,53.0,57.0,61.0,10.0,67.0,71.2,72.0,72.0
Policy,SP100,2019/20,58,65.5,5.3,53.0,59.4,62.0,65.5,6.0,68.0,72.3,75.0,78.0
Policy,SP100,2020/21,76,67.3,3.8,59.0,62.0,65.0,67.0,5.0,70.0,71.5,73.0,77.0
Policy,SP100,2021/22,45,64.2,10.5,0.0,61.0,64.0,66.0,3.0,67.0,70.6,71.0,74.0
Policy,SP100,2022/23,75,65.7,4.0,55.0,61.0,64.0,65.0,4.0,68.0,72.0,72.0,74.0
Policy,SP100,2023/24,56,68.1,6.5,30.0,63.0,66.0,68.0,6.0,72.0,73.0,75.2,78.0
Policy,SP101,2019/20,55,63.7,6.6,50.0,55.4,58.0,65.0,10.0,68.0,72.0,74.0,78.0
Policy,SP101,2020/21,76,67.2,6.0,52.0,60.0,63.0,67.5,9.0,72.0,74.5,75.2,83.0
Policy,SP101,2021/22,46,63.8,15.6,0.0,52.5,63.0,68.5,8.0,71.0,74.0,76.0,77.0
Policy,SP101,2022/23,75,65.9,6.3,48.0,59.0,61.5,67.0,7.5,69.0,74.6,76.3,81.0
Policy,SP101,2023/24,56,60.6,17.8,0.0,55.0,60.8,64.0,8.2,69.0,73.0,74.0,75.0
Policy,SP110,2019/20,28,69.0,7.5,48.0,61.1,67.5,69.5,7.5,75.0,76.3,77.0,77.0
Policy,SP110,2020/21,34,64.1,10.2,42.0,51.0,56.2,65.5,13.8,70.0,75.7,80.3,82.0
Policy,SP110,2021/22,16,69.2,7.8,52.0,60.5,64.2,70.0,10.8,75.0,77.5,79.5,81.0
Policy,SP110,2022/23,15,69.3,7.2,58.0,59.6,64.5,71.0,7.5,72.0,78.6,79.9,82.0
Policy,SP111,2019/20,31,66.5,5.4,53.0,60.0,64.5,67.0,5.5,70.0,71.0,75.0,78.0
Policy,SP111,2020/21,38,64.6,5.4,56.0,57.0,60.0,64.0,9.8,69.8,72.0,73.2,74.0
Policy,SP111,2021/22,26,63.0,13.7,0.0,57.5,63.0,67.0,5.0,68.0,71.0,71.0,73.0
Policy,SP111,2022/23,30,65.1,5.1,53.0,59.0,63.0,64.0,5.8,68.8,70.0,72.7,77.0
Policy,SP111,2023/24,47,64.8,6.9,48.0,55.0,60.0,65.0,10.5,70.5,73.4,74.7,75.0
Policy,SP112,2019/20,20,72.7,2.4,68.0,69.9,71.0,73.0,3.2,74.2,76.0,76.0,76.0
Policy,SP112,2020/21,31,72.3,3.8,65.0,67.0,69.5,73.0,5.5,75.0,77.0,78.0,80.0
Policy,SP112,2021/22,29,68.6,3.6,61.0,64.0,66.0,68.0,5.0,71.0,73.2,74.6,75.0
Policy,SP112,2022/23,31,68.6,4.3,61.0,62.0,67.5,69.0,2.5,70.0,74.0,76.0,78.0
Policy,SP112,2023/24,46,69.1,8.3,46.0,57.5,66.2,70.5,9.5,75.8,78.0,79.8,80.0
Policy,SP200,2019/20,45,64.6,7.6,38.0,57.0,62.0,65.0,8.0,70.0,73.0,74.8,76.0
Policy,SP200,2020/21,53,67.3,4.0,54.0,64.0,65.0,67.0,5.0,70.0,72.8,74.4,75.0
Policy,SP200,2021/22,72,64.7,5.1,54.0,58.0,61.0,64.0,7.5,68.5,72.0,73.0,74.0
Policy,SP200,2022/23,40,61.2,5.3,48.0,53.7,60.0,61.5,3.0,63.0,67.3,70.0,71.0
Policy,SP200,2023/24,72,65.8,7.2,47.0,57.1,58.0,67.0,14.0,72.0,74.0,76.5,80.0
Policy,SP201,2019/20,26,62.4,14.5,0.0,57.0,58.0,63.5,12.8,70.8,74.0,77.2,78.0
Policy,SP201,2020/21,62,64.1,10.0,39.0,52.1,58.0,65.0,10.0,68.0,75.0,80.0,85.0
Policy,SP201,2021/22,73,63.3,10.1,35.0,50.4,58.0,65.0,10.0,68.0,75.0,78.0,83.0
Policy,SP201,2022/23,46,67.5,13.1,0.0,58.5,64.2,70.0,9.8,74.0,78.0,79.0,83.0
Policy,SP201,2023/24,74,71.6,6.7,52.0,63.0,69.0,72.0,7.0,76.0,79.0,80.7,87.0
Policy,SP210,2021/22,19,63.4,8.6,39.0,56.8,58.0,63.0,11.0,69.0,73.0,73.3,76.0
Policy,SP210,2022/23,14,64.2,8.6,49.0,52.6,61.0,63.5,11.5,72.5,74.4,75.0,75.0
Policy,SP210,2023/24,22,67.2,6.5,51.0,60.3,63.5,68.5,8.8,72.2,74.9,76.0,76.0
Policy,SP230,2019/20,14,68.2,4.7,60.0,64.0,64.2,67.5,7.5,71.8,73.7,74.7,76.0
Policy,SP230,2020/21,25,67.4,4.1,59.0,63.4,64.0,68.0,7.0,71.0,73.0,73.0,75.0
Policy,SP230,2021/22,32,64.4,6.6,37.0,60.0,62.0,64.0,5.0,67.0,72.0,73.4,75.0
Policy,SP230,2022/23,30,62.7,6.3,48.0,55.4,60.0,63.5,6.0,66.0,70.1,71.5,73.0
Policy,SP230,2023/24,33,67.0,3.2,58.0,64.0,66.0,67.0,2.0,68.0,70.8,72.4,75.0
Policy,SP231,2019/20,14,64.5,5.2,56.0,57.9,61.2,64.5,6.8,68.0,70.8,72.3,73.0
Policy,SP231,2023/24,35,68.0,6.2,52.0,60.4,64.0,68.0,9.0,73.0,74.6,76.9,80.0
Policy,SP232,2019/20,16,65.7,4.1,58.0,61.5,63.0,65.0,4.2,67.2,72.0,72.2,73.0
Policy,SP232,2020/21,32,64.6,6.2,48.0,58.0,62.2,66.5,5.8,68.0,71.9,72.5,75.0
Policy,SP232,2021/22,26,62.3,5.8,48.0,57.0,60.0,62.0,4.0,64.0,68.0,74.5,76.0
Policy,SP232,2022/23,28,65.4,3.5,57.0,61.7,64.0,65.0,3.0,67.0,69.3,71.3,73.0
Policy,SP314,2022/23,15,65.1,5.3,55.0,59.6,62.5,65.0,4.5,67.0,71.8,73.9,76.0
Policy,SP315,2023/24,10,69.2,8.8,60.0,60.0,61.0,68.0,13.2,74.2,80.5,82.8,85.0
Policy,SP331,2019/20,10,71.5,12.3,54.0,61.2,62.2,68.0,20.8,83.0,86.4,88.2,90.0
Policy,SP331,2021/22,14,69.0,4.4,62.0,64.3,65.2,69.5,6.8,72.0,74.0,74.7,76.0
Policy,SP331,2022/23,17,65.1,9.2,40.0,56.0,62.0,65.0,10.0,72.0,74.4,75.0,75.0
Policy,SP331,2023/24,15,70.1,4.1,60.0,67.0,67.0,72.0,6.0,73.0,74.0,74.3,75.0
Policy,SP332,2019/20,6,65.2,4.6,58.0,60.5,63.5,65.5,3.2,66.8,69.5,70.8,72.0
Policy,SP332,2021/22,13,65.9,4.0,58.0,60.6,63.0,67.0,5.0,68.0,70.0,70.4,71.0
Policy,SP332,2022/23,13,65.9,7.0,48.0,58.2,65.0,67.0,5.0,70.0,72.6,73.4,74.0
Policy,SP332,2023/24,11,67.4,3.6,63.0,64.0,64.5,67.0,5.5,70.0,70.0,72.5,75.0
Policy,SP333,2021/22,10,65.7,6.6,56.0,59.6,60.5,65.0,11.2,71.8,73.2,74.1,75.0
Policy,SP333,2022/23,14,69.9,4.8,63.0,65.0,66.5,69.0,5.5,72.0,75.7,77.4,80.0
Policy,SP333,2023/24,18,68.8,2.7,64.0,65.0,67.0,70.0,3.8,70.8,72.0,72.2,73.0
Policy,SP335,2019/20,12,68.8,4.2,62.0,65.0,65.0,69.0,7.2,72.2,73.0,74.3,76.0
Policy,SP335,2020/21,16,69.1,3.3,63.0,65.5,67.0,69.0,4.2,71.2,73.0,74.2,75.0
Policy,SP335,2021/22,14,67.4,3.0,63.0,64.3,65.0,67.5,3.0,68.0,71.7,72.3,73.0
Policy,SP335,2022/23,15,68.9,4.2,65.0,65.0,66.0,68.0,4.0,70.0,73.8,76.5,80.0
Policy,SP335,2023/24,16,65.7,5.9,57.0,59.0,61.5,66.0,7.2,68.8,72.5,75.0,78.0
Policy,SP336,2022/23,13,63.2,7.2,53.0,53.2,54.0,66.0,12.0,66.0,71.6,72.0,72.0
Policy,SP336,2023/24,17,64.2,7.5,50.0,54.6,58.0,66.0,12.0,70.0,71.8,73.6,76.0
Policy,SP372,2021/22,8,67.9,5.9,58.0,60.8,64.2,69.5,7.8,72.0,72.9,73.9,75.0
Policy,SP372,2022/23,14,66.6,4.9,57.0,61.3,62.5,68.0,7.5,70.0,71.4,72.7,74.0
Policy,SP372,2023/24,15,67.5,3.3,60.0,65.0,66.0,67.0,4.0,70.0,70.6,71.9,74.0
Policy,SP374,2020/21,16,68.8,5.1,61.0,62.0,64.0,68.5,9.2,73.2,74.5,75.2,76.0
Policy,SP374,2021/22,14,69.6,6.2,62.0,62.6,65.0,69.0,6.5,71.5,78.0,79.4,82.0
Policy,SP374,2022/23,16,64.6,7.8,53.0,56.5,59.5,62.0,10.5,70.0,75.0,77.0,80.0
Policy,SP399,2019/20,30,67.5,6.2,54.0,61.9,64.0,67.0,6.0,70.0,76.0,77.1,85.0
Policy,SP399,2020/21,46,67.5,5.8,55.0,61.5,64.0,67.0,7.5,71.5,74.5,77.5,80.0
Policy,SP399,2021/22,52,67.7,12.1,0.0,58.0,64.0,69.0,10.0,74.0,78.0,80.0,85.0
Policy,SP399,2022/23,67,65.1,8.1,33.0,57.0,60.0,65.0,11.5,71.5,74.0,78.0,81.0
Policy,SP399,2023/24,44,67.5,6.1,52.0,58.6,64.0,68.0,8.2,72.2,74.7,75.0,78.0
Statistics,ST101,2020/21,51,68.3,19.8,0.0,51.0,60.0,73.0,20.5,80.5,87.0,92.0,98.0
Statistics,ST101,2021/22,79,70.7,16.7,9.0,47.8,62.5,74.0,19.5,82.0,89.0,91.2,99.0
Statistics,ST101,2022/23,86,65.0,19.0,0.0,41.0,52.2,70.0,26.5,78.8,86.5,89.8,96.0
Statistics,ST101,2023/24,3,57.3,13.5,44.0,46.6,50.5,57.0,13.5,64.0,68.2,69.6,71.0
Statistics,ST101A,2023/24,96,59.5,17.1,0.0,40.5,45.0,57.0,29.0,74.0,81.0,84.0,94.0
Statistics,ST101W,2023/24,28,61.4,15.8,30.0,42.4,49.8,60.5,24.5,74.2,82.0,85.9,89.0
Statistics,ST102,2019/20,589,74.1,11.0,15.0,61.0,67.0,75.0,15.0,82.0,88.2,91.0,98.0
Statistics,ST102,2020/21,658,68.7,14.7,0.0,51.0,60.0,69.0,19.0,79.0,87.0,91.0,97.0
Statistics,ST102,2021/22,406,62.1,17.7,0.0,42.5,51.0,63.0,24.0,75.0,85.0,89.0,96.0
Statistics,ST102,2022/23,412,58.8,18.6,0.0,40.0,47.0,60.0,25.0,72.0,81.0,86.0,100.0
Statistics,ST102,2023/24,412,61.3,20.9,0.0,40.0,47.0,61.0,31.2,78.2,87.0,92.0,100.0
Statistics,ST107,2019/20,434,73.7,12.2,24.0,59.0,66.0,72.0,17.0,83.0,89.7,93.0,100.0
Statistics,ST107,2020/21,533,66.9,14.8,10.0,45.0,58.0,68.0,20.0,78.0,85.0,89.0,96.0
Statistics,ST107,2021/22,425,64.0,15.8,14.0,45.0,51.0,62.0,26.0,77.0,85.0,89.0,96.0
Statistics,ST107,2022/23,533,65.0,16.4,12.0,43.0,53.0,67.0,25.0,78.0,85.0,88.0,98.0
Statistics,ST107,2023/24,480,70.6,16.9,16.0,46.0,58.0,72.0,26.0,84.0,93.0,96.0,100.0
Statistics,ST109,2021/22,203,73.1,11.7,43.0,58.0,65.0,73.0,16.0,81.0,89.6,91.0,100.0
Statistics,ST109,2022/23,263,67.8,15.2,8.0,47.0,58.0,70.0,21.0,79.0,86.0,88.9,98.0
Statistics,ST109,2023/24,182,65.8,17.3,28.0,41.0,50.2,67.0,28.8,79.0,89.0,92.0,100.0
Statistics,ST115,2021/22,43,68.7,10.3,41.0,55.2,63.0,70.0,12.5,75.5,80.0,82.8,90.0
Statistics,ST115,2022/23,54,72.5,16.7,0.0,55.3,62.2,73.5,21.0,83.2,94.1,96.0,97.0
Statistics,ST115,2023/24,69,69.1,13.0,18.0,54.8,64.0,69.0,14.0,78.0,83.2,86.6,93.0
Statistics,ST201,2019/20,85,70.2,10.5,0.0,60.0,67.0,73.0,9.0,76.0,79.0,81.0,83.0
Statistics,ST201,2020/21,46,72.9,9.4,50.0,62.5,67.2,72.0,14.5,81.8,85.5,87.5,89.0
Statistics,ST201,2021/22,22,64.0,13.7,34.0,44.4,55.5,67.5,19.0,74.5,75.9,77.9,86.0
Statistics,ST201,2022/23,28,62.6,16.4,0.0,50.8,57.5,65.0,16.5,74.0,74.6,79.2,87.0
Statistics,ST201,2023/24,13,63.0,20.3,0.0,57.6,61.0,68.0,11.0,72.0,78.2,79.4,80.0
Statistics,ST202,2019/20,224,71.5,11.3,43.0,56.3,64.8,72.0,14.2,79.0,85.0,87.0,92.0
Statistics,ST202,2020/21,180,66.5,13.3,28.0,49.9,59.0,66.0,16.0,75.0,82.2,89.0,99.0
Statistics,ST202,2021/22,162,61.8,16.7,0.0,44.1,55.2,62.0,16.8,72.0,81.0,84.9,95.0
Statistics,ST202,2022/23,154,62.3,18.1,8.0,41.3,49.0,64.5,27.0,76.0,84.7,89.3,98.0
Statistics,ST202,2023/24,180,62.3,18.6,0.0,40.0,51.0,65.0,25.0,76.0,84.0,87.0,97.0
Statistics,ST205,2019/20,131,69.4,6.7,52.0,62.0,65.0,70.0,8.5,73.5,78.0,79.5,87.0
Statistics,ST205,2020/21,84,64.1,11.4,34.0,47.6,57.5,67.0,14.8,72.2,77.4,79.8,84.0
Statistics,ST205,2021/22,69,63.3,12.7,0.0,48.4,59.0,66.0,12.0,71.0,76.0,76.6,81.0
Statistics,ST205,2022/23,95,57.6,13.7,0.0,40.4,50.5,59.0,17.0,67.5,73.0,76.0,86.0
Statistics,ST205,2023/24,61,57.8,20.1,0.0,44.0,49.0,60.0,24.0,73.0,77.0,80.0,81.0
Statistics,ST206,2019/20,18,73.8,9.9,60.0,63.5,67.0,72.0,13.5,80.5,85.7,92.3,94.0
Statistics,ST206,2020/21,11,67.6,14.8,46.0,49.0,59.0,67.0,17.5,76.5,78.0,88.0,98.0
Statistics,ST206,2021/22,30,64.1,13.6,16.0,51.7,55.5,66.5,17.2,72.8,77.2,79.0,83.0
Statistics,ST206,2022/23,53,59.5,21.6,6.0,32.0,48.0,63.0,27.0,75.0,82.8,87.4,92.0
Statistics,ST206,2023/24,58,64.1,17.8,1.0,41.7,50.2,65.0,25.5,75.8,83.9,88.2,96.0
Statistics,ST207,2021/22,16,83.4,10.5,59.0,68.0,80.5,85.5,9.2,89.8,94.5,95.0,95.0
Statistics,ST207,2022/23,52,67.7,7.1,55.0,60.1,63.0,67.0,7.2,70.2,80.3,82.0,84.0
Statistics,ST207,2023/24,63,66.6,8.3,50.0,54.2,62.0,67.0,10.0,72.0,78.0,80.8,86.0
Statistics,ST211,2019/20,51,65.5,14.2,0.0,51.0,58.0,67.0,16.0,74.0,81.0,83.0,87.0
Statistics,ST211,2020/21,53,66.4,9.2,45.0,54.0,59.0,68.0,14.0,73.0,77.8,80.0,82.0
Statistics,ST211,2021/22,56,64.9,7.8,42.0,56.0,59.8,65.5,12.5,72.2,74.5,75.0,77.0
Statistics,ST211,2022/23,79,67.6,7.8,49.0,57.8,63.0,68.0,11.0,74.0,77.2,79.2,85.0
Statistics,ST211,2023/24,91,61.3,8.9,40.0,49.0,56.0,62.0,10.0,66.0,72.0,76.5,83.0
