department,code,year,marks,mean,sd,min,q10,q25,median,IQR,q75,q90,q95,max
Accounting,AC100,2019/20,116,76.9,9.2,45.0,65.0,72.8,79.0,10.5,83.2,86.0,87.0,91.0
Accounting,AC100,2020/21,145,67.4,10.4,32.0,54.0,61.0,69.0,14.0,75.0,79.0,81.0,85.0
Accounting,AC100,2021/22,114,65.8,15.6,0.0,47.3,58.0,68.0,19.0,77.0,81.7,85.7,88.0
Accounting,AC100,2022/23,112,63.9,15.7,0.0,48.0,55.0,66.0,19.2,74.2,80.0,83.4,90.0
Accounting,AC102,2019/20,524,86.8,10.3,35.0,76.0,83.0,90.0,11.0,94.0,96.0,97.0,99.0
Accounting,AC102,2020/21,575,72.6,13.2,0.0,56.0,66.0,74.0,16.0,82.0,87.0,89.0,98.0
Accounting,AC102,2021/22,525,57.3,14.4,9.0,40.0,47.0,58.0,21.0,68.0,75.0,80.0,94.0
Accounting,AC102,2022/23,582,68.4,17.1,4.0,45.0,58.0,72.0,23.0,81.0,87.9,90.0,98.0
Accounting,AC102,2023/24,542,74.0,18.0,8.0,46.1,66.0,80.0,21.0,87.0,92.0,94.0,100.0
Accounting,AC103,2019/20,316,79.5,10.1,41.0,66.5,75.0,80.0,12.0,87.0,93.0,95.0,98.0
Accounting,AC103,2020/21,365,71.2,12.5,20.0,51.0,63.0,74.0,18.0,81.0,85.0,86.0,89.0
Accounting,AC103,2021/22,274,54.6,13.1,22.0,40.0,45.0,53.0,17.0,62.0,73.0,77.7,91.0
Accounting,AC103,2022/23,209,57.4,13.1,19.0,41.8,50.0,57.0,16.0,66.0,73.2,79.0,88.0
Accounting,AC103,2023/24,244,57.8,13.1,12.0,40.0,50.0,59.5,17.0,67.0,74.0,77.8,88.0
Accounting,AC105,2023/24,115,70.5,9.6,37.0,59.4,66.0,71.0,10.5,76.5,82.0,85.3,90.0
Accounting,AC106,2023/24,115,59.4,10.2,0.0,47.0,55.5,60.0,9.5,65.0,70.0,72.3,77.0
Accounting,AC200,2019/20,145,63.2,6.6,46.0,54.4,58.0,64.0,9.0,67.0,71.0,73.0,81.0
Accounting,AC200,2020/21,123,60.7,8.1,45.0,48.2,55.5,61.0,11.5,67.0,70.8,73.0,76.0
Accounting,AC200,2021/22,154,56.6,11.5,0.0,45.0,51.0,57.0,12.0,63.0,70.0,73.0,84.0
Accounting,AC200,2022/23,121,60.1,10.1,0.0,50.0,54.0,61.0,13.0,67.0,71.0,72.0,81.0
Accounting,AC200,2023/24,121,57.0,12.5,0.0,47.0,51.0,58.0,13.0,64.0,70.0,73.0,85.0
Accounting,AC311,2020/21,113,71.6,5.2,50.0,67.0,68.0,72.0,7.0,75.0,78.0,79.0,85.0
Accounting,AC311,2021/22,122,68.8,3.1,61.0,65.0,66.2,69.0,4.8,71.0,73.0,74.0,76.0
Accounting,AC311,2022/23,133,69.0,3.3,55.0,65.0,67.0,70.0,4.0,71.0,72.0,73.0,76.0
Accounting,AC311,2023/24,106,62.0,11.4,0.0,48.5,55.0,64.5,15.0,70.0,73.5,76.0,80.0
Accounting,AC312,2020/21,128,68.0,8.9,45.0,57.0,61.0,68.0,14.0,75.0,79.3,82.0,86.0
Accounting,AC312,2021/22,122,66.1,7.4,47.0,57.0,61.0,67.0,9.0,70.0,76.0,78.0,83.0
Accounting,AC312,2022/23,127,64.5,7.0,41.0,57.0,60.0,65.0,10.0,70.0,72.0,74.0,80.0
Accounting,AC312,2023/24,116,62.2,8.5,40.0,50.0,57.0,64.0,11.0,68.0,70.0,72.0,80.0
Accounting,AC331,2020/21,166,68.1,10.5,32.0,54.5,63.0,68.0,13.0,76.0,81.0,84.0,90.0
Accounting,AC331,2021/22,140,63.0,8.7,37.0,53.9,57.8,62.0,10.2,68.0,74.1,78.0,91.0
Accounting,AC331,2022/23,154,57.6,12.9,20.0,40.0,48.0,58.0,18.0,66.0,73.0,79.0,89.0
Accounting,AC331,2023/24,125,61.0,11.1,0.0,48.0,55.0,62.0,13.0,68.0,73.0,75.0,83.0
Accounting,AC332,2020/21,168,55.7,10.2,25.0,44.7,50.0,56.0,13.0,63.0,70.0,71.0,76.0
Accounting,AC332,2021/22,60,59.6,11.7,30.0,44.0,51.0,61.5,16.2,67.2,73.1,75.0,83.0
Accounting,AC332,2022/23,66,60.8,12.6,0.0,48.0,56.0,62.0,12.0,68.0,74.5,77.0,79.0
Accounting,AC332,2023/24,63,62.8,8.6,41.0,51.2,57.0,62.0,13.0,70.0,73.8,76.0,81.0
Accounting,AC341,2020/21,114,65.6,3.5,54.0,61.0,64.0,66.0,4.0,68.0,70.0,70.0,76.0
Accounting,AC341,2021/22,96,65.4,4.4,55.0,59.0,63.0,66.0,5.0,68.0,70.0,72.5,76.0
Accounting,AC341,2022/23,74,67.9,4.2,60.0,63.0,65.0,68.0,5.0,70.0,73.7,76.0,82.0
Accounting,AC341,2023/24,65,65.7,9.8,0.0,60.4,64.0,66.0,6.0,70.0,74.0,75.0,79.0
Accounting,AC342,2022/23,128,65.8,5.2,50.0,60.0,62.0,66.0,8.0,70.0,72.3,74.0,75.0
Accounting,AC342,2023/24,88,65.9,6.5,49.0,57.0,61.8,67.0,8.5,70.2,74.0,76.0,82.0
Anthropology,AN100,2019/20,83,62.2,13.6,0.0,54.0,61.0,64.0,7.5,68.5,71.8,73.9,79.0
Anthropology,AN100,2020/21,100,62.0,12.2,0.0,56.0,60.0,64.0,7.0,67.0,71.0,72.0,77.0
Anthropology,AN100,2021/22,94,65.3,4.5,53.0,59.0,62.2,65.0,6.8,69.0,71.0,72.0,74.0
Anthropology,AN100,2022/23,124,62.5,11.4,0.0,56.0,60.0,64.5,8.0,68.0,70.7,72.0,76.0
Anthropology,AN100,2023/24,106,63.3,13.3,0.0,59.0,63.0,66.0,5.0,68.0,70.5,71.0,75.0
Anthropology,AN101,2019/20,57,68.0,9.2,9.0,63.0,65.0,70.0,7.0,72.0,75.0,76.0,77.0
Anthropology,AN101,2020/21,65,63.4,6.8,31.0,56.8,61.0,64.0,7.0,68.0,70.0,71.0,74.0
Anthropology,AN101,2021/22,60,65.2,5.7,49.0,58.0,61.0,66.0,8.0,69.0,73.0,74.0,75.0
Anthropology,AN101,2022/23,70,61.5,12.3,0.0,46.8,58.2,64.5,11.8,70.0,72.1,75.0,78.0
Anthropology,AN101,2023/24,74,60.6,7.3,35.0,53.3,58.0,61.0,7.0,65.0,68.7,70.0,73.0
Anthropology,AN102,2019/20,46,62.6,13.5,16.0,52.5,63.2,67.0,5.8,69.0,70.0,70.8,73.0
Anthropology,AN102,2020/21,43,66.2,4.9,46.0,61.0,65.0,67.0,4.0,69.0,71.0,71.0,71.0
Anthropology,AN102,2021/22,48,63.3,10.0,14.0,59.1,62.0,66.0,5.2,67.2,70.3,71.0,75.0
Anthropology,AN102,2022/23,57,64.9,5.5,41.0,61.6,64.0,65.0,4.0,68.0,71.0,71.0,73.0
Anthropology,AN102,2023/24,50,65.3,6.0,40.0,60.8,65.0,66.5,3.0,68.0,70.0,71.0,76.0
Anthropology,AN200,2019/20,68,66.6,4.7,55.0,61.0,64.0,67.0,6.0,70.0,72.0,74.0,78.0
Anthropology,AN200,2020/21,57,65.2,13.3,0.0,62.6,66.0,67.0,4.0,70.0,73.0,74.2,77.0
Anthropology,AN200,2021/22,73,63.9,9.9,0.0,53.4,60.0,66.0,9.0,69.0,72.0,74.0,78.0
Anthropology,AN200,2022/23,74,65.9,5.5,47.0,58.0,62.2,67.0,7.8,70.0,72.0,72.3,77.0
Anthropology,AN200,2023/24,70,66.4,6.0,47.0,59.8,63.0,67.0,7.0,70.0,74.0,75.0,78.0
Anthropology,AN205,2019/20,11,68.9,6.7,58.0,62.0,65.0,68.0,7.5,72.5,76.0,79.0,82.0
Anthropology,AN205,2022/23,16,65.2,7.8,53.0,58.0,59.5,63.0,13.5,73.0,76.5,78.0,78.0
Anthropology,AN223,2023/24,27,64.6,7.1,50.0,55.2,60.0,65.0,8.5,68.5,73.0,75.8,78.0
Anthropology,AN226,2019/20,66,66.7,6.9,50.0,58.0,61.2,68.0,10.8,72.0,74.0,75.0,85.0
Anthropology,AN226,2020/21,67,68.9,4.5,58.0,64.0,66.0,69.0,6.0,72.0,74.0,75.0,82.0
Anthropology,AN226,2021/22,83,63.7,8.4,33.0,52.4,61.0,65.0,7.0,68.0,73.0,74.0,75.0
Anthropology,AN226,2022/23,65,65.6,4.8,54.0,58.8,63.0,66.0,7.0,70.0,71.0,72.0,76.0
Anthropology,AN226,2023/24,72,63.7,5.6,39.0,58.0,60.0,64.0,8.0,68.0,70.0,71.5,75.0
Anthropology,AN237,2019/20,17,66.8,10.1,34.0,58.0,64.0,70.0,9.0,73.0,73.4,74.8,78.0
Anthropology,AN237,2020/21,23,68.0,4.8,54.0,63.2,65.5,69.0,5.5,71.0,73.0,73.9,76.0
Anthropology,AN237,2021/22,20,64.1,5.7,50.0,58.6,60.0,65.0,8.0,68.0,71.1,72.0,73.0
Anthropology,AN237,2022/23,19,65.4,4.7,57.0,61.0,63.0,65.0,4.5,67.5,70.2,71.6,77.0
Anthropology,AN237,2023/24,22,64.8,8.2,42.0,55.1,60.2,67.0,10.5,70.8,72.0,73.9,75.0
Anthropology,AN243,2022/23,44,67.0,6.9,52.0,57.3,62.5,68.0,9.5,72.0,75.0,76.0,77.0
Anthropology,AN250,2021/22,40,65.1,12.3,0.0,59.6,64.0,68.0,7.0,71.0,73.0,73.0,74.0
Anthropology,AN256,2019/20,48,67.1,6.5,49.0,59.7,63.8,66.0,6.5,70.2,75.0,78.7,85.0
Anthropology,AN256,2020/21,48,66.0,7.1,47.0,58.0,60.0,66.5,12.0,72.0,74.3,76.0,81.0
Anthropology,AN256,2021/22,46,62.7,8.5,40.0,52.5,57.2,62.0,12.8,70.0,73.0,73.8,75.0
Anthropology,AN256,2022/23,44,62.9,7.3,49.0,53.3,57.8,62.5,12.2,70.0,71.7,72.0,76.0
Anthropology,AN256,2023/24,57,65.2,6.7,25.0,61.0,63.0,66.0,6.0,69.0,71.0,72.0,73.0
Anthropology,AN276,2022/23,21,65.8,5.2,56.0,58.0,61.0,68.0,9.0,70.0,72.0,73.0,73.0
Anthropology,AN276,2023/24,2,65.0,4.2,62.0,62.6,63.5,65.0,3.0,66.5,67.4,67.7,68.0
Anthropology,AN277,2020/21,27,66.4,5.7,56.0,58.6,62.5,66.0,8.5,71.0,74.0,74.0,77.0
Anthropology,AN277,2021/22,13,62.0,19.3,0.0,57.8,61.0,68.0,9.0,70.0,73.4,74.4,75.0
Anthropology,AN277,2023/24,13,67.2,6.7,58.0,58.2,61.0,68.0,12.0,73.0,74.0,75.6,78.0
Anthropology,AN280,2019/20,29,67.9,4.4,54.0,62.8,67.0,68.0,4.0,71.0,72.2,73.6,75.0
Anthropology,AN280,2021/22,29,61.1,17.4,0.0,59.2,63.0,65.0,5.0,68.0,70.4,72.0,73.0
Anthropology,AN280,2023/24,24,65.3,9.6,27.0,57.9,64.8,66.0,5.5,70.2,72.7,74.7,77.0
Anthropology,AN283,2023/24,37,65.1,8.1,50.0,55.4,60.0,64.0,12.0,72.0,76.0,78.0,80.0
Anthropology,AN284,2022/23,34,66.1,6.5,40.0,61.3,63.0,66.5,7.5,70.5,73.7,74.0,75.0
Anthropology,AN292,2023/24,14,67.2,3.9,63.0,64.0,64.0,66.5,5.8,69.8,70.7,73.1,77.0
Anthropology,AN298,2019/20,47,65.3,12.3,0.0,55.6,61.5,67.0,11.0,72.5,77.4,79.4,80.0
Anthropology,AN298,2020/21,38,65.0,6.3,52.0,56.4,62.2,65.0,6.5,68.8,72.6,75.2,78.0
Anthropology,AN298,2021/22,40,68.1,6.4,52.0,61.0,63.8,68.5,8.5,72.2,76.1,78.0,80.0
Anthropology,AN298,2022/23,39,66.8,5.0,57.0,61.8,63.0,67.0,7.5,70.5,73.2,75.1,78.0
Anthropology,AN298,2023/24,50,65.9,7.4,35.0,57.9,64.0,66.0,6.0,70.0,74.1,75.0,78.0
Anthropology,AN301,2019/20,40,63.2,7.3,41.0,54.8,59.8,64.5,8.5,68.2,70.1,71.1,75.0
Anthropology,AN301,2020/21,57,64.5,7.1,47.0,56.2,60.0,64.0,10.0,70.0,73.4,76.0,77.0
Anthropology,AN301,2021/22,45,67.8,4.6,58.0,62.4,65.0,67.0,6.0,71.0,73.6,74.0,77.0
Anthropology,AN301,2022/23,46,66.5,4.6,55.0,60.0,64.0,67.5,6.0,70.0,72.0,73.0,74.0
Anthropology,AN301,2023/24,42,66.2,5.4,48.0,61.1,63.2,67.0,6.8,70.0,70.0,71.9,75.0
Anthropology,AN303,2020/21,52,72.0,2.9,66.0,69.0,70.0,71.5,4.0,74.0,76.0,76.4,77.0
Anthropology,AN303,2021/22,40,71.5,5.9,58.0,65.0,68.0,71.0,8.0,76.0,77.1,78.1,85.0
Anthropology,AN303,2022/23,39,67.8,6.1,41.0,63.0,66.0,68.0,5.0,71.0,73.0,73.2,81.0
Anthropology,AN303,2023/24,34,68.2,5.1,56.0,63.3,65.0,67.0,7.8,72.8,76.0,77.0,78.0
Anthropology,AN357,2019/20,43,69.1,6.3,50.0,62.2,68.0,70.0,4.0,72.0,74.8,76.0,86.0
Anthropology,AN357,2020/21,55,68.9,5.2,60.0,62.0,65.0,68.0,7.0,72.0,76.0,78.0,80.0
Anthropology,AN357,2021/22,44,66.5,10.2,13.0,58.0,64.0,69.0,8.0,72.0,74.4,76.7,77.0
Anthropology,AN357,2022/23,48,67.3,4.2,58.0,62.4,65.0,67.0,5.2,70.2,73.3,74.0,75.0
Anthropology,AN357,2023/24,46,64.7,5.8,51.0,59.0,60.0,65.0,8.0,68.0,72.0,74.0,80.0
Anthropology,AN393,2023/24,9,65.7,6.8,55.0,57.4,60.0,67.0,10.0,70.0,72.6,73.8,75.0
Anthropology,AN397,2020/21,51,68.9,6.6,57.0,60.0,63.5,69.0,11.0,74.5,78.0,79.5,81.0
Anthropology,AN397,2021/22,37,66.8,5.2,58.0,59.6,64.0,67.0,6.0,70.0,72.4,76.2,80.0
Anthropology,AN397,2022/23,42,67.3,6.2,54.0,58.2,63.0,68.0,9.8,72.8,74.9,75.9,80.0
Anthropology,AN397,2023/24,34,68.3,7.1,57.0,58.3,62.5,69.0,10.2,72.8,77.4,79.7,83.0
Institute,DS101A,2023/24,15,69.8,12.8,47.0,55.8,59.0,69.0,18.0,77.0,87.4,89.3,90.0
Institute,DS101L,2021/22,11,63.6,22.9,0.0,60.0,61.0,69.0,10.5,71.5,84.0,85.5,87.0
Institute,DS101L,2022/23,11,66.8,17.6,40.0,48.0,55.5,64.0,29.0,84.5,89.0,89.5,90.0
Institute,DS101W,2023/24,2,69.0,7.1,64.0,65.0,66.5,69.0,5.0,71.5,73.0,73.5,74.0
Institute,DS105A,2023/24,49,73.8,9.7,41.0,62.8,69.0,76.0,11.0,80.0,84.0,85.6,89.0
Institute,DS105L,2021/22,7,88.6,4.0,82.0,83.8,86.0,91.0,5.5,91.5,92.0,92.0,92.0
Institute,DS105L,2022/23,43,69.1,11.2,40.0,58.2,62.0,71.0,16.5,78.5,81.0,82.9,87.0
Institute,DS105M,2021/22,9,73.0,6.6,64.0,64.8,67.0,73.0,12.0,79.0,81.0,81.0,81.0
Institute,DS105M,2022/23,23,71.9,10.2,47.0,62.0,67.5,73.0,10.5,78.0,85.0,86.9,88.0
Institute,DS105W,2023/24,42,70.4,8.0,51.0,59.0,64.2,73.0,11.8,76.0,78.0,79.0,85.0
Institute,DS202,2021/22,39,77.8,10.5,43.0,68.2,72.5,79.0,12.5,85.0,88.0,91.1,96.0
Institute,DS202,2022/23,89,68.1,10.3,44.0,53.8,62.0,67.0,13.0,75.0,80.0,83.6,92.0
Institute,DS202A,2023/24,52,65.5,12.5,0.0,54.2,60.0,66.5,13.0,73.0,75.9,78.4,89.0
Institute,DS202W,2023/24,38,67.8,15.6,0.0,55.9,60.2,69.0,16.5,76.8,82.6,84.3,94.0
Economics,EC102,2019/20,749,67.9,10.8,29.0,53.0,60.0,69.0,16.0,76.0,81.0,83.0,92.0
Economics,EC102,2020/21,953,69.6,11.7,0.0,55.0,64.0,71.0,14.0,78.0,83.0,86.0,96.0
Economics,EC1A1,2021/22,201,61.0,16.0,0.0,44.0,54.0,63.0,18.0,72.0,79.0,81.0,89.0
Economics,EC1A1,2022/23,272,59.0,16.4,0.0,42.0,49.0,61.0,20.0,69.0,77.9,82.0,90.0
Economics,EC1A1,2023/24,192,63.2,13.9,0.0,47.0,57.0,64.0,15.0,72.0,79.0,83.0,90.0
Economics,EC1A3,2021/22,765,65.4,13.6,0.0,50.0,59.0,68.0,15.0,74.0,79.0,83.0,95.0
Economics,EC1A3,2022/23,843,57.2,14.8,0.0,43.0,50.0,60.0,18.0,68.0,72.0,75.0,87.0
Economics,EC1A3,2023/24,768,59.1,15.2,0.0,42.0,52.0,61.0,17.0,69.0,76.3,79.0,94.0
Economics,EC1A5,2021/22,142,70.2,10.8,45.0,57.0,63.0,70.0,14.0,77.0,85.0,88.9,94.0
Economics,EC1A5,2022/23,180,61.7,12.2,0.0,47.9,55.0,63.0,15.0,70.0,74.0,77.0,87.0
Economics,EC1A5,2023/24,195,69.7,10.4,0.0,56.4,65.0,72.0,12.0,77.0,81.0,83.0,87.0
Economics,EC1B1,2021/22,201,63.6,12.2,0.0,51.0,56.0,64.0,16.0,72.0,77.0,81.0,90.0
Economics,EC1B1,2022/23,262,62.0,14.0,0.0,44.1,54.0,64.0,18.0,72.0,77.9,80.0,88.0
Economics,EC1B1,2023/24,183,61.1,12.1,0.0,45.0,53.5,63.0,16.5,70.0,75.0,79.0,87.0
Economics,EC1B3,2021/22,724,53.8,14.8,0.0,41.3,46.0,55.0,17.0,63.0,70.0,74.0,90.0
Economics,EC1B3,2022/23,834,48.1,14.8,0.0,37.0,44.0,50.0,12.0,56.0,63.0,66.0,86.0
Economics,EC1B3,2023/24,756,53.7,16.0,0.0,36.5,50.0,56.0,13.0,63.0,70.0,72.2,83.0
Economics,EC1B5,2021/22,133,59.7,11.8,0.0,45.0,52.0,62.0,15.0,67.0,73.0,77.0,86.0
Economics,EC1B5,2022/23,170,64.1,14.2,0.0,47.0,54.0,65.0,20.0,74.0,81.0,83.5,88.0
Economics,EC1B5,2023/24,191,66.4,10.1,24.0,53.0,62.0,68.0,11.0,73.0,77.0,80.0,90.0
Economics,EC1C1,2021/22,202,66.6,11.8,0.0,52.0,60.0,67.0,15.0,75.0,81.0,84.0,92.0
Economics,EC1C1,2022/23,262,64.4,12.0,0.0,50.0,59.0,65.0,14.0,73.0,77.0,80.0,90.0
Economics,EC1C1,2023/24,183,64.2,11.9,0.0,47.2,58.0,65.0,14.0,72.0,77.0,81.0,87.0
Economics,EC1P1,2021/22,202,59.8,13.1,0.0,47.0,52.0,59.0,15.8,67.8,76.0,80.9,86.0
Economics,EC1P1,2022/23,268,64.0,13.3,0.0,49.7,58.0,67.0,14.0,72.0,78.0,81.0,91.0
Economics,EC1P1,2023/24,181,63.1,14.3,0.0,47.0,56.0,64.0,17.0,73.0,80.0,82.0,88.0
Economics,EC201,2019/20,669,63.3,10.0,16.0,50.0,57.0,64.0,13.0,70.0,75.0,78.0,86.0
Economics,EC201,2020/21,567,68.1,10.2,0.0,57.0,64.0,69.0,10.0,74.0,78.4,81.0,88.0
Economics,EC201,2021/22,736,55.8,14.0,0.0,41.0,48.0,57.0,17.0,65.0,71.0,75.2,87.0
Economics,EC201,2022/23,69,42.8,20.3,0.0,12.0,32.0,45.0,24.0,56.0,68.4,74.0,82.0
Economics,EC210,2019/20,597,69.5,12.3,0.0,53.0,63.0,72.0,16.0,79.0,83.0,86.0,92.0
Economics,EC210,2020/21,585,63.4,13.8,0.0,47.0,55.0,64.0,19.0,74.0,80.0,82.8,92.0
Economics,EC210,2021/22,553,57.0,14.9,0.0,41.0,48.0,58.0,19.0,67.0,75.0,78.0,85.0
Economics,EC210,2022/23,113,54.3,19.8,0.0,30.2,43.0,55.0,24.0,67.0,75.0,82.8,93.0
Economics,EC220,2019/20,334,65.7,12.5,21.0,49.3,58.0,67.0,17.0,75.0,80.0,82.0,88.0
Economics,EC220,2020/21,360,63.6,12.2,0.0,47.0,57.0,66.0,15.0,72.0,76.0,79.0,85.0
Economics,EC220,2021/22,344,56.8,15.9,0.0,40.0,49.5,59.5,18.5,68.0,74.0,77.0,86.0
Economics,EC220,2022/23,30,37.6,16.7,0.0,18.9,32.2,39.0,15.5,47.8,53.1,57.8,70.0
Economics,EC220,2023/24,4,42.5,30.9,0.0,12.6,31.5,49.0,28.5,60.0,67.2,69.6,72.0
Economics,EC221,2019/20,124,63.2,13.1,13.0,47.0,58.0,65.0,14.0,72.0,77.0,79.8,83.0
Economics,EC221,2020/21,127,62.2,16.2,0.0,44.6,54.0,66.0,19.0,73.0,77.4,80.0,87.0
Economics,EC221,2021/22,103,62.0,14.1,0.0,46.2,56.0,64.0,16.0,72.0,75.8,77.9,83.0
Economics,EC221,2022/23,7,52.0,12.4,35.0,39.2,42.0,54.0,20.0,62.0,64.6,65.8,67.0
Economics,EC221,2023/24,2,11.0,15.6,0.0,2.2,5.5,11.0,11.0,16.5,19.8,20.9,22.0
Economics,EC241,2020/21,52,67.3,5.0,57.0,60.1,65.0,68.0,5.0,70.0,73.8,75.4,77.0
Economics,EC241,2021/22,55,69.8,6.4,57.0,63.0,65.0,70.0,8.0,73.0,77.0,81.3,86.0
Economics,EC241,2022/23,40,66.2,14.3,0.0,58.0,63.8,70.5,9.2,73.0,76.0,78.1,81.0
Economics,EC241,2023/24,55,62.8,13.6,0.0,57.6,62.0,65.0,7.5,69.5,71.0,71.6,77.0
Economics,EC2A1,2022/23,181,64.9,10.5,35.0,50.0,60.0,66.0,13.0,73.0,76.0,79.0,92.0
Economics,EC2A1,2023/24,258,58.4,13.1,0.0,43.0,52.0,60.0,15.0,67.0,72.0,74.3,84.0
Economics,EC2A3,2022/23,364,58.4,14.1,0.0,42.0,48.0,60.0,20.0,68.0,76.0,79.0,90.0
Economics,EC2A3,2023/24,415,61.9,14.3,0.0,45.0,53.0,64.0,18.0,71.0,79.0,82.0,95.0
Economics,EC2A5,2022/23,97,63.2,12.6,21.0,49.2,55.0,64.0,17.0,72.0,79.4,82.2,89.0
Economics,EC2A5,2023/24,118,65.9,12.5,18.0,49.4,60.0,66.5,13.0,73.0,80.3,85.1,96.0
Economics,EC2B1,2022/23,182,61.5,10.6,30.0,46.0,54.0,63.0,16.0,70.0,74.0,76.0,82.0
Economics,EC2B1,2023/24,249,61.7,9.6,38.0,48.0,55.0,62.0,14.0,69.0,74.0,76.0,82.0
Economics,EC2B3,2022/23,297,56.7,15.3,0.0,40.0,46.0,57.0,23.0,69.0,75.0,79.0,88.0
Economics,EC2B3,2023/24,359,59.6,17.3,0.0,40.0,50.0,61.0,22.0,72.0,80.2,84.0,94.0
Economics,EC2B5,2022/23,92,64.0,13.2,25.0,45.5,56.0,64.5,18.0,74.0,81.0,82.0,89.0
Economics,EC2B5,2023/24,121,72.6,12.0,23.0,60.0,67.0,73.0,13.0,80.0,86.0,90.0,94.0
Economics,EC2C1,2022/23,183,59.6,14.0,0.0,44.0,52.0,62.0,18.0,70.0,74.0,76.9,85.0
Economics,EC2C1,2023/24,255,62.5,15.3,0.0,48.0,55.0,65.0,18.0,73.0,78.0,81.0,87.0
Economics,EC2C3,2022/23,348,57.7,14.7,6.0,40.7,47.0,57.0,20.0,67.0,76.0,80.6,92.0
Economics,EC2C3,2023/24,376,57.8,15.8,0.0,40.0,46.0,57.0,22.5,68.5,77.0,82.0,94.0
Economics,EC2C4,2022/23,263,57.0,18.7,4.0,30.0,46.5,59.0,24.0,70.5,79.0,86.0,97.0
Economics,EC2C4,2023/24,300,49.5,17.3,0.0,25.9,40.0,52.0,22.0,62.0,72.0,77.0,91.0
Economics,EC301,2019/20,55,82.5,7.4,58.0,75.4,78.0,83.0,9.0,87.0,91.0,92.0,97.0
Economics,EC301,2020/21,77,68.5,9.6,34.0,56.6,65.0,68.0,10.0,75.0,79.0,81.0,83.0
Economics,EC301,2021/22,66,61.8,11.1,27.0,46.0,55.0,63.0,15.0,70.0,76.0,77.8,83.0
Economics,EC301,2022/23,44,61.5,11.5,40.0,44.9,54.0,62.0,18.0,72.0,76.4,78.0,85.0
Economics,EC302,2019/20,43,69.2,5.4,57.0,64.0,65.0,69.0,8.0,73.0,75.0,77.8,86.0
Economics,EC302,2020/21,50,68.4,9.6,52.0,55.9,62.0,70.0,10.8,72.8,77.2,82.1,97.0
Economics,EC302,2021/22,50,59.5,14.3,0.0,45.0,49.0,62.5,22.0,71.0,75.0,76.0,82.0
Economics,EC302,2022/23,38,60.8,13.1,41.0,42.0,47.8,62.0,24.0,71.8,77.3,79.2,85.0
Economics,EC302,2023/24,14,62.4,16.1,36.0,44.6,48.8,64.0,25.8,74.5,80.8,85.1,91.0
Economics,EC307,2019/20,90,69.9,6.2,54.0,62.9,66.0,69.0,7.8,73.8,79.0,80.5,86.0
Economics,EC307,2020/21,121,71.5,5.7,55.0,65.0,67.0,72.0,9.0,76.0,78.0,80.0,82.0
Economics,EC307,2021/22,150,70.5,7.8,44.0,61.0,66.0,72.0,10.0,76.0,80.0,81.5,84.0
Economics,EC307,2022/23,213,69.6,8.5,40.0,62.0,64.0,72.0,11.0,75.0,80.0,82.4,87.0
Economics,EC307,2023/24,223,67.2,8.9,27.0,57.0,62.0,67.0,11.0,73.0,76.0,79.0,88.0
Economics,EC309,2019/20,14,85.1,5.4,75.0,78.2,81.0,87.0,7.8,88.8,91.0,91.3,92.0
Economics,EC309,2020/21,12,76.9,10.9,56.0,58.4,73.2,80.5,10.2,83.5,86.8,87.9,89.0
Economics,EC309,2021/22,8,64.4,16.5,43.0,49.3,52.0,60.0,26.2,78.2,82.6,86.8,91.0
Economics,EC309,2022/23,8,66.6,16.6,50.0,50.0,50.8,65.5,27.2,78.0,86.1,88.5,91.0
Economics,EC310,2019/20,21,75.0,6.6,66.0,67.0,69.0,74.0,13.0,82.0,83.0,85.0,85.0
Economics,EC310,2020/21,40,65.3,12.8,6.0,54.9,60.8,66.5,13.5,74.2,77.0,78.0,78.0
Economics,EC310,2021/22,41,62.1,11.3,26.0,47.0,58.0,64.0,12.0,70.0,74.0,77.0,78.0
Economics,EC310,2022/23,34,60.5,12.4,40.0,42.3,53.5,60.0,14.5,68.0,73.0,82.3,88.0
Economics,EC310,2023/24,21,60.4,16.1,11.0,43.0,52.0,64.0,21.0,73.0,76.0,77.0,79.0
Economics,EC311,2019/20,35,63.9,6.5,52.0,57.0,60.0,63.0,10.0,70.0,72.2,73.9,80.0
Economics,EC311,2020/21,54,63.1,7.6,47.0,55.0,57.0,63.0,10.0,67.0,75.7,76.7,80.0
Economics,EC311,2021/22,47,62.7,10.5,45.0,48.0,55.0,58.0,20.0,75.0,75.0,75.0,75.0
Economics,EC311,2022/23,58,66.2,7.4,45.0,58.0,62.0,65.0,13.0,75.0,75.0,75.0,75.0
Economics,EC311,2023/24,76,65.9,7.1,40.0,57.0,62.8,67.0,7.2,70.0,73.0,75.0,82.0
Economics,EC313,2019/20,46,72.4,10.1,48.0,57.5,66.2,74.0,12.5,78.8,84.5,87.8,90.0
Economics,EC313,2020/21,53,66.2,13.5,34.0,47.0,62.0,67.0,10.0,72.0,86.6,90.6,95.0
Economics,EC313,2021/22,57,69.1,12.6,41.0,49.6,63.0,72.0,16.0,79.0,82.0,84.6,87.0
Economics,EC313,2022/23,51,59.6,13.4,35.0,43.0,48.5,62.0,21.5,70.0,74.0,79.0,92.0
Economics,EC313,2023/24,38,67.2,15.7,30.0,42.7,58.2,66.0,22.5,80.8,85.0,89.4,94.0
